date,hk,ak,rows,sources
2023-01-02,brentford,liverpool,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-03,arsenal,newcastle,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-03,everton,brighton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-03,leicester,fulham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-03,manunited,bournemouth,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-04,astonvilla,wolves,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-04,crystalpalace,tottenham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-04,leeds,westham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-04,southampton,nottmforest,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-05,chelsea,mancity,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-12,fulham,chelsea,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-13,astonvilla,leeds,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-14,brentford,bournemouth,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-14,brighton,liverpool,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-14,everton,southampton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-14,manunited,mancity,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-14,nottmforest,leicester,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-14,wolves,westham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-15,chelsea,crystalpalace,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-15,newcastle,fulham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-15,tottenham,arsenal,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-18,crystalpalace,manunited,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-19,mancity,tottenham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-20,rbleipzig,bayernmunich,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-01-21,bochum,hertha,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-01-21,bournemouth,nottmforest,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-21,crystalpalace,newcastle,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-21,einfrankfurt,schalke04,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-01-21,fckoln,werderbremen,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-01-21,leicester,brighton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-21,liverpool,chelsea,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-21,southampton,astonvilla,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-21,stuttgart,mainz,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-01-21,unionberlin,hoffenheim,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-01-21,westham,everton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-21,wolfsburg,freiburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-01-22,arsenal,manunited,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-22,dortmund,augsburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-01-22,leeds,brentford,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-22,mancity,wolves,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-22,mgladbach,leverkusen,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-01-23,fulham,tottenham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-01-24,bayernmunich,fckoln,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-01-24,hertha,wolfsburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-01-24,hoffenheim,stuttgart,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-01-24,schalke04,rbleipzig,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-01-25,augsburg,mgladbach,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-01-25,freiburg,einfrankfurt,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-01-25,leverkusen,bochum,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-01-25,mainz,dortmund,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-01-25,werderbremen,unionberlin,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-01-27,rbleipzig,stuttgart,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-01-28,bayernmunich,einfrankfurt,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-01-28,freiburg,augsburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-01-28,hertha,unionberlin,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-01-28,hoffenheim,mgladbach,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-01-28,mainz,bochum,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-01-28,werderbremen,wolfsburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-01-29,leverkusen,dortmund,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-01-29,schalke04,fckoln,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-03,augsburg,leverkusen,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-03,chelsea,fulham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-04,astonvilla,leicester,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-04,bochum,hoffenheim,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-04,brentford,southampton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-04,brighton,bournemouth,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-04,dortmund,freiburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-04,einfrankfurt,hertha,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-04,everton,arsenal,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-04,fckoln,rbleipzig,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-04,manunited,crystalpalace,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-04,mgladbach,schalke04,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-04,newcastle,westham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-04,unionberlin,mainz,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-04,wolves,liverpool,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-05,nottmforest,leeds,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-05,stuttgart,werderbremen,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-05,tottenham,mancity,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-05,wolfsburg,bayernmunich,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-08,manunited,leeds,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-10,schalke04,wolfsburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-11,arsenal,brentford,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-11,bayernmunich,bochum,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-11,bournemouth,newcastle,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-11,crystalpalace,brighton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-11,freiburg,stuttgart,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-11,fulham,nottmforest,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-11,hoffenheim,leverkusen,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-11,leicester,tottenham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-11,mainz,augsburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-11,rbleipzig,unionberlin,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-11,southampton,wolves,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-11,werderbremen,dortmund,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-11,westham,chelsea,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-12,fckoln,einfrankfurt,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-12,hertha,mgladbach,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-12,leeds,manunited,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-12,mancity,astonvilla,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-13,liverpool,everton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-15,arsenal,mancity,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-17,augsburg,hoffenheim,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-18,astonvilla,arsenal,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-18,bochum,freiburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-18,brentford,crystalpalace,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-18,brighton,fulham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-18,chelsea,southampton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-18,einfrankfurt,werderbremen,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-18,everton,leeds,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-18,mgladbach,bayernmunich,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-18,newcastle,liverpool,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-18,nottmforest,mancity,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-18,stuttgart,fckoln,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-18,wolfsburg,rbleipzig,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-18,wolves,bournemouth,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-19,dortmund,hertha,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-19,leverkusen,mainz,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-19,manunited,leicester,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-19,tottenham,westham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-19,unionberlin,schalke04,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-24,fulham,wolves,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-24,mainz,mgladbach,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-25,bournemouth,mancity,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-25,crystalpalace,liverpool,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-25,everton,astonvilla,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-25,fckoln,wolfsburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-25,hertha,augsburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-25,hoffenheim,dortmund,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-25,leeds,southampton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-25,leicester,arsenal,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-25,rbleipzig,einfrankfurt,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-25,schalke04,stuttgart,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-25,werderbremen,bochum,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-25,westham,nottmforest,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-02-26,bayernmunich,unionberlin,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-26,freiburg,leverkusen,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-02-26,tottenham,chelsea,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-01,arsenal,everton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-01,liverpool,wolves,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-03,dortmund,rbleipzig,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-03-04,arsenal,bournemouth,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-04,astonvilla,crystalpalace,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-04,augsburg,werderbremen,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-03-04,bochum,schalke04,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-03-04,brighton,westham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-04,chelsea,leeds,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-04,mainz,hoffenheim,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-03-04,mancity,newcastle,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-04,mgladbach,freiburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-03-04,southampton,leicester,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-04,stuttgart,bayernmunich,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-03-04,unionberlin,fckoln,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-03-04,wolves,tottenham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-05,leverkusen,hertha,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-03-05,liverpool,manunited,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-05,nottmforest,everton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-05,wolfsburg,einfrankfurt,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-03-06,brentford,fulham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-10,fckoln,bochum,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-03-11,bayernmunich,augsburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-03-11,bournemouth,liverpool,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-11,crystalpalace,mancity,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-11,einfrankfurt,stuttgart,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-03-11,everton,brentford,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-11,hertha,mainz,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-03-11,leeds,brighton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-11,leicester,chelsea,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-11,rbleipzig,mgladbach,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-03-11,schalke04,dortmund,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-03-11,tottenham,nottmforest,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-12,freiburg,hoffenheim,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-03-12,fulham,arsenal,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-12,manunited,southampton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-12,newcastle,wolves,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-12,werderbremen,leverkusen,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-03-12,westham,astonvilla,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-12,wolfsburg,unionberlin,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-03-15,brighton,crystalpalace,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-15,southampton,brentford,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-17,mgladbach,werderbremen,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-03-17,nottmforest,newcastle,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-18,astonvilla,bournemouth,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-18,augsburg,schalke04,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-03-18,bochum,rbleipzig,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-03-18,brentford,leicester,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-18,chelsea,everton,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-18,dortmund,fckoln,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-03-18,hoffenheim,hertha,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-03-18,southampton,tottenham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-18,stuttgart,wolfsburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-03-18,wolves,leeds,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-19,arsenal,crystalpalace,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-03-19,leverkusen,bayernmunich,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-03-19,mainz,freiburg,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-03-19,unionberlin,einfrankfurt,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-03-31,einfrankfurt,bochum,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-01,arsenal,leeds,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-01,bayernmunich,dortmund,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-01,bournemouth,fulham,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-01,brighton,brentford,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-01,chelsea,astonvilla,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-01,crystalpalace,leicester,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
2023-04-01,freiburg,hertha,2,data/raw/bundesliga_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_D1.csv
2023-04-01,mancity,liverpool,2,data/raw/epl_2022_2023_football_data_real.csv|data/raw/global_acquisition/football_data/2223_E0.csv
