target,fold,match_id,kickoff_timestamp,configuration,probability,market_probability,odds,outcome,pit_status,data_quality,uncertainty,decision_status,research_holdout_locked
home_win,0,d09038116b247c3426d0,2024-12-29 15:00:00+00:00,MARKET_ONLY,0.32315978456014366,0.32315978456014366,2.9,0,NON_PIT,1.0,0.6463195691202873,COUNTERFACTUAL_NON_PIT,False
home_win,0,d46fdb6a7e18826de644,2024-12-29 15:00:00+00:00,MARKET_ONLY,0.3127962085308057,0.3127962085308057,2.9,0,NON_PIT,1.0,0.6255924170616114,COUNTERFACTUAL_NON_PIT,False
home_win,0,d4fe980e7171c5f72513,2024-12-29 15:00:00+00:00,MARKET_ONLY,0.3648208469055374,0.3648208469055374,2.6,0,NON_PIT,1.0,0.7296416938110748,COUNTERFACTUAL_NON_PIT,False
home_win,0,d5fe350cc19bad2bf5c1,2024-12-29 15:00:00+00:00,MARKET_ONLY,0.5389221556886228,0.5389221556886228,1.75,1,NON_PIT,1.0,0.9221556886227544,COUNTERFACTUAL_NON_PIT,False
home_win,0,ddfb419bf4b365acf2e8,2024-12-29 15:00:00+00:00,MARKET_ONLY,0.4701492537313433,0.4701492537313433,2.0,0,NON_PIT,1.0,0.9402985074626866,COUNTERFACTUAL_NON_PIT,False
home_win,0,e245be2836fcef45b3fa,2024-12-29 15:00:00+00:00,MARKET_ONLY,0.31232642597735527,0.31232642597735527,2.9,1,NON_PIT,1.0,0.6246528519547105,COUNTERFACTUAL_NON_PIT,False
home_win,0,e62f7892da26369077f5,2024-12-29 15:00:00+00:00,MARKET_ONLY,0.4569015166058744,0.4569015166058744,2.05,0,NON_PIT,1.0,0.9138030332117488,COUNTERFACTUAL_NON_PIT,False
home_win,0,e97d6c9e3f0c4391f5e7,2024-12-29 15:00:00+00:00,MARKET_ONLY,0.3457003785830179,0.3457003785830179,2.63,0,NON_PIT,1.0,0.6914007571660358,COUNTERFACTUAL_NON_PIT,False
home_win,0,eaaa9c5c3a6576b9a9ad,2024-12-29 15:00:00+00:00,MARKET_ONLY,0.5924105170128148,0.5924105170128148,1.57,1,NON_PIT,1.0,0.8151789659743705,COUNTERFACTUAL_NON_PIT,False
home_win,0,3b4c0a6df49b429a6057,2024-12-29 17:15:00+00:00,MARKET_ONLY,0.13513513513513511,0.13513513513513511,7.0,0,NON_PIT,1.0,0.2702702702702702,COUNTERFACTUAL_NON_PIT,False
